1261,460
1261,460
1261,460
1259,462
1259,462
1256,462
1252,464
1250,465
1246,465
1244,465
1242,466
1239,469
1232,470
1230,470
1224,471
1219,474
1209,476
1199,477
1187,477
1176,477
1146,477
1130,477
1113,477
1096,477
1053,477
1030,477
1005,477
975,477
928,477
900,477
880,477
859,477
825,477
809,474
796,471
783,468
767,464
760,462
756,459
752,458
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,457
750,456
775,441
796,423
818,406
836,390
863,369
876,358
887,348
896,339
909,328
928,311
935,302
944,295
953,285
956,283
957,281
958,279
959,278
959,277
959,277
959,277
959,277
959,277
959,277
959,277
959,277
959,277
959,277
959,277
959,275
959,261
959,236
959,220
957,195
956,188
956,179
955,174
953,168
952,162
952,162
952,161
952,160
952,160
952,160
952,160
951,159
947,159
941,159
930,159
898,159
872,159
855,156
794,142
762,132
732,123
699,117
654,102
641,97
630,95
627,95
624,92
624,92
624,92
624,92
624,92
624,92
624,92
624,92
624,92
624,92
624,92
624,92
624,92
624,92
624,92
624,92
624,92
624,92
622,86
617,76
607,61
602,55
600,53
596,48
594,47
587,41
582,37
579,36
576,34
575,34
575,34
573,34
572,34
572,34
572,34
572,34
572,34
572,34
572,34
572,34
572,34
572,34
571,34
571,34
566,34
565,34
564,34
563,34
561,36
561,36
561,36
561,36
561,36
561,36
561,36
561,36
561,36
561,36
561,36
561,36
561,36
561,36
561,36
561,36
561,36
561,36
573,36
606,36
740,36
824,36
898,36
964,36
1095,47
1149,54
1205,63
1255,69
1340,77
1391,80
1414,84
1443,89
1471,89
1481,89
1489,89
1492,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1493,89
1489,89
1483,91
1466,98
1455,107
1442,117
1425,129
1394,150
1377,165
1359,179
1348,190
1316,223
1299,241
1282,263
1264,284
1228,335
1209,363
1186,397
1166,423
1134,468
1119,486
1106,506
1090,524
1057,558
1045,569
1031,581
1019,587
994,603
981,610
969,615
957,620
930,629
918,635
910,640
898,643
883,649
875,652
867,655
859,660
849,664
844,666
843,667
842,667
836,669
830,672
824,674
817,676
797,681
788,684
777,687
768,689
754,695
746,699
739,702
731,705
704,714
690,720
673,725
656,730
621,739
605,744
593,748
584,750
573,754
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
569,755
581,755
598,755
644,755
664,755
685,755
711,755
759,760
780,763
797,765
811,768
821,771
821,771
821,771
821,771
823,772
823,777
823,783
818,795
807,819
803,830
797,843
792,853
783,873
773,884
767,891
757,901
739,917
733,923
725,929
719,935
713,941
709,944
709,944
709,947
708,948
706,948
706,949
706,950
705,954
705,959
705,961
705,965
705,973
705,976
705,978
706,981
710,984
716,988
725,990
740,994
772,997
788,1001
804,1002
821,1003
863,1006
883,1006
901,1006
919,1008
953,1008
969,1008
981,1008
997,1008
1027,1008
1043,1008
1057,1008
1073,1008
1100,1008
1114,1008
1126,1008
1141,1008
1166,1008
1177,1008
1189,1008
1203,1008
1227,1008
1239,1008
1251,1008
1259,1008
1278,1008
1286,1008
1291,1008
1298,1008
1316,1010
1325,1011
1337,1012
1346,1014
1361,1016
1366,1017
1371,1017
1377,1017
1385,1018
1389,1018
1392,1020
1396,1020
1405,1020
1406,1022
1408,1022
1411,1022
1414,1023
1418,1023
1419,1023
1420,1023
1425,1024
1426,1024
1430,1025
1431,1025
1436,1025
1438,1025
1442,1025
1443,1025
1446,1025
1448,1025
1448,1025
1449,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
1451,1025
