335,1,443,102
444,1,1182,51
1183,1,1625,51
645,52,1267,253
645,254,1267,391
21,103,646,539
1268,52,1858,539
335,540,1597,599
696,603,1255,710
356,710,748,929
749,710,1158,929
1157,710,1576,929
749,930,1158,1060
