290,15,652,79
1240,15,1621,79
290,80,1621,125
290,126,1621,168
290,169,894,556
895,169,1621,556
290,557,733,744
734,557,1168,744
1169,557,1621,744
290,745,733,1073
734,807,1158,1073
1159,807,1608,1073
