434,1,678,105
679,1,1282,105
1283,1,1467,105
434,105,1467,148
334,165,458,417
459,173,1129,577
1130,173,1480,422
1130,423,1480,578
449,579,1480,646
449,647,962,1075
963,647,1500,1075
