618,1,1340,56
618,57,1340,139
10,210,398,262
399,210,1374,262
1375,210,1906,262
369,273,687,598
688,273,1210,399
688,400,1210,598
1211,275,1542,598
462,599,1443,758
462,759,658,1043
659,759,851,1043
852,759,1054,1043
1053,759,1249,1043
1250,759,1443,1043
