462,1,699,80
698,1,1188,80
1188,1,1447,80
462,81,1449,106
473,116,679,461
473,462,679,688
473,689,679,934
473,935,679,1071
680,112,1222,242
680,241,1222,449
680,463,1222,653
1233,116,1433,448
1233,449,1433,721
1233,720,1433,1050
