22.158
16.312
7.487
27.756
5.321
12.282
13.235
25.198
9.403
6.552
18.876
28.535
7.338
7.781
9.969
46.074
20.319
17.766
7.106
6.45
6.259
6.465
34.142
15.045
18.801
5.853
9.768
14.101
21.714
16.587
64.347
36.591
7.679
45.906
9.348
7.808
9.062
10.049
3.373
19.852
55.237
10.535
9.673
11.044
6.674
13.714
6.055
13.065
11.561
17.779
4.053
7.809
19.409
12.802
10.021
16.721
12.761
9.438
11.125
