460,1,1442,109
460,110,964,200
965,110,1442,200
460,203,1442,232
460,203,1442,309
460,305,1040,470
460,486,654,701
460,702,654,920
460,921,654,1075
655,486,843,701
655,702,843,920
655,921,843,1075
844,486,1040,701
844,702,1040,920
844,921,1040,1075
1041,305,1440,633
1041,634,1442,1075
