470,1,827,100
828,1,1171,100
1172,1,1440,100
470,101,1052,380
1053,101,1440,380
470,381,689,597
470,598,689,831
690,381,1181,564
690,565,1181,831
1182,381,1440,831
470,846,710,1072
711,846,923,1072
924,846,1181,1072
1182,846,1440,1072
