347,1,458,128
459,1,1225,74
1226,1,1586,74
276,125,550,739
551,125,770,739
771,125,968,739
969,125,1256,739
1257,125,1560,739
358,770,953,1075
954,770,1251,1075
1252,770,1572,1075
